epoch,accuracy,loss,val_accuracy,val_loss
0,0.5487015247344971,1.515873908996582,0.790259838104248,0.5667149424552917
1,0.7269631028175354,0.7633569240570068,0.8059495687484741,0.496034175157547
2,0.7574685215950012,0.6553449034690857,0.8069536685943604,0.4692058563232422
3,0.7735580205917358,0.6029213070869446,0.8249027132987976,0.4392479658126831
4,0.7864031791687012,0.5623217225074768,0.8249027132987976,0.43484950065612793
5,0.7963417172431946,0.5354093313217163,0.8277896046638489,0.42870163917541504
6,0.8016706109046936,0.5108891725540161,0.8261579275131226,0.4156072735786438
7,0.8045332431793213,0.49109163880348206,0.830551028251648,0.41093575954437256
8,0.8118146061897278,0.47382792830467224,0.8289192914962769,0.4136238098144531
9,0.8166590929031372,0.4594830572605133,0.8286682367324829,0.41051337122917175
10,0.8182885646820068,0.45099303126335144,0.830425500869751,0.40848663449287415
11,0.8233972787857056,0.435598224401474,0.8351951837539673,0.4035993814468384
12,0.8241019248962402,0.4333721697330475,0.8361993432044983,0.4038236439228058
13,0.8289170265197754,0.42156291007995605,0.8291703462600708,0.4205551743507385
14,0.8307814002037048,0.41504228115081787,0.8349441289901733,0.41769278049468994
15,0.8323668837547302,0.4113829433917999,0.8388351798057556,0.41272586584091187
16,0.8328073024749756,0.407231867313385,0.8389607071876526,0.4014348089694977
17,0.8359635472297668,0.4003503620624542,0.8360738158226013,0.4085034430027008
18,0.8372260332107544,0.39693835377693176,0.8348186016082764,0.41138970851898193
19,0.8381508588790894,0.3957136869430542,0.8383331298828125,0.39838066697120667
20,0.838664710521698,0.3918963074684143,0.8350696563720703,0.41359105706214905
21,0.8416301012039185,0.38493746519088745,0.8356972336769104,0.4154185950756073
22,0.8420705199241638,0.38350024819374084,0.8356972336769104,0.39841577410697937
23,0.8424962162971497,0.3811820447444916,0.8359482884407043,0.4098343849182129
